Ensembl_id,HGNC_symbol,T-statistic,P-value,Adjusted P-value
ENSG00000167081,PBX3,8.704175725361559,3.723207959814609e-15,7.089890551356062e-13
ENSG00000153071,DAB2,8.735257030415083,3.782360797011583e-15,7.133797796367029e-13
ENSG00000114450,GNB4,8.677126701990883,3.791674831296288e-15,7.133797796367029e-13
ENSG00000175395,ZNF25,8.775961798067199,3.848515957644965e-15,7.193175238078822e-13
ENSG00000102271,KLHL4,8.767225389189116,3.869021690755318e-15,7.193175238078822e-13
ENSG00000077616,NAALAD2,8.659217663447109,4.008075389323872e-15,7.40786639603271e-13
ENSG00000118407,FILIP1,8.615588583061157,4.14866138108186e-15,7.622862023017078e-13
ENSG00000137094,DNAJB5,8.656573804625856,4.189519442886189e-15,7.653180284621167e-13
ENSG00000126950,TMEM35A,8.661749076641899,4.350957104055004e-15,7.902142902277932e-13
ENSG00000079257,LXN,8.72800681294681,4.448492166008648e-15,8.03285194574665e-13
ENSG00000136161,RCBTB2,8.73009908253087,4.5300082286789025e-15,8.133306202576635e-13
ENSG00000113269,RNF130,8.617778008542215,4.578497872459089e-15,8.173659270037759e-13
ENSG00000141338,ABCA8,8.589577584806491,4.770784864441236e-15,8.468816974053313e-13
ENSG00000077782,FGFR1,8.663234647597726,5.235778459694812e-15,9.242031415933203e-13
ENSG00000171150,SOCS5,8.601047360851009,5.579335977113672e-15,9.79344896094478e-13
ENSG00000183578,TNFAIP8L3,8.600283218989404,5.878373226442781e-15,1.0148268504111657e-12
ENSG00000133121,STARD13,8.61312300832814,5.830461337152822e-15,1.0148268504111657e-12
ENSG00000198075,SULT1C4,8.587797227791716,5.860436119967833e-15,1.0148268504111657e-12
ENSG00000125810,CD93,8.54795932917904,6.807126694088439e-15,1.1623908735231455e-12
ENSG00000108797,CNTNAP1,8.571230706505412,6.771832987367168e-15,1.1623908735231455e-12
ENSG00000149575,SCN2B,8.523684429031482,7.019208423660073e-15,1.1921271820075648e-12
ENSG00000119729,RHOQ,8.580432937138479,7.217058562511199e-15,1.214471212455037e-12
ENSG00000163430,FSTL1,8.584809932644573,7.228075007291278e-15,1.214471212455037e-12
ENSG00000197872,CYRIA,8.615470654242985,7.29045079423998e-15,1.2184359784841499e-12
ENSG00000162407,PLPP3,8.55441259209386,7.33717810097841e-15,1.219757332977469e-12
ENSG00000185532,PRKG1,8.550396960546733,7.561107842327603e-15,1.2503684652943857e-12
ENSG00000099864,PALM,8.553017293906654,7.665837289437806e-15,1.254482331427791e-12
ENSG00000241644,INMT,8.514980082065208,7.63947881468444e-15,1.254482331427791e-12
ENSG00000136546,SCN7A,8.55549388961463,7.975841027035307e-15,1.2984503889608773e-12
ENSG00000149451,ADAM33,8.503748917561179,8.227374835719951e-15,1.330996645977359e-12
ENSG00000204136,GGTA1,8.538936868903434,8.260482048554584e-15,1.330996645977359e-12
ENSG00000055211,GINM1,8.707646096165568,8.394949449739456e-15,1.345761794442927e-12
ENSG00000241399,CD302,8.50048863098018,8.470462256740374e-15,1.3509742340445815e-12
ENSG00000170275,CRTAP,8.528590858444415,8.903655720884698e-15,1.4128932462131174e-12
ENSG00000228223,HCG11,8.64355004158026,9.953989546126277e-15,1.571629907232601e-12
ENSG00000172985,SH3RF3,8.506495365057951,1.013333482863179e-14,1.5919469015780541e-12
ENSG00000158270,COLEC12,8.535636589192274,1.0198388130932246e-14,1.5941957963875183e-12
ENSG00000241839,PLEKHO2,8.581287510272777,1.0366075132153378e-14,1.612386537882471e-12
ENSG00000054965,FAM168A,8.502362199169172,1.0548247476248562e-14,1.632640077358275e-12
ENSG00000255690,TRIL,8.541541034449486,1.0674703575048141e-14,1.6441136584706498e-12
ENSG00000189184,PCDH18,8.456755561755678,1.1133440256485586e-14,1.7064033797989128e-12
ENSG00000159200,RCAN1,8.46941791700639,1.1191800165284663e-14,1.7070211708409908e-12
ENSG00000133059,DSTYK,8.453109534741445,1.1285519134793224e-14,1.7130000541797252e-12
