Ensembl_id,HGNC_symbol,T-statistic,P-value,Adjusted P-value
ENSG00000184588,PDE4B,6.026151825357083,1.381295936509429e-08,2.024966497068364e-06
ENSG00000152402,GUCY1A2,6.0968444420236505,1.3890256933317315e-08,2.026508350473304e-06
ENSG00000110848,CD69,6.022949280396459,1.423360943044717e-08,2.0666656065854057e-06
ENSG00000198821,CD247,6.0301628417112525,1.4355617247943959e-08,2.074455052410035e-06
ENSG00000106511,MEOX2,6.005633382420508,1.449461543255991e-08,2.0846142176135688e-06
ENSG00000196639,HRH1,5.977523971063856,1.5070930967972153e-08,2.15727580733058e-06
ENSG00000245498,MSANTD2-AS1,6.044080718530519,1.5583555892253276e-08,2.199528312122409e-06
ENSG00000108950,FAM20A,5.9878645386202685,1.5476417801858536e-08,2.199528312122409e-06
ENSG00000183807,FAM162B,6.050261936123959,1.5549381463827077e-08,2.199528312122409e-06
ENSG00000112139,MDGA1,5.9723027489047364,1.5901094885249067e-08,2.2339565990174454e-06
ENSG00000259663,ISL1-DT,5.948914759954056,1.6178077534237447e-08,2.262396040801703e-06
ENSG00000147113,DIPK2B,6.06224073074233,1.6366050183993534e-08,2.2677815474130948e-06
ENSG00000163806,SPDYA,5.968025005732833,1.636578441187205e-08,2.2677815474130948e-06
ENSG00000250208,FZD10-AS1,5.947015970664843,1.6573790440750106e-08,2.286128385068194e-06
ENSG00000233429,HOTAIRM1,5.984136255879238,1.7429515792517525e-08,2.3932854580983566e-06
ENSG00000172673,THEMIS,5.976161127081253,1.762419794089893e-08,2.3985139611250175e-06
ENSG00000171560,FGA,5.9280595203474595,1.7625671038386573e-08,2.3985139611250175e-06
ENSG00000254726,MEX3A,5.946021667941854,1.7733898757398457e-08,2.4024682664822033e-06
ENSG00000149256,TENM4,5.9338243226211915,1.802945504148974e-08,2.431652634173545e-06
ENSG00000140534,TICRR,5.933594567655652,1.8119344347252878e-08,2.4329629361138756e-06
ENSG00000122691,TWIST1,5.962601901981537,1.841773649051728e-08,2.456532478282283e-06
ENSG00000160999,SH2B2,6.025213262179227,1.8456778654463868e-08,2.456532478282283e-06
ENSG00000128203,ASPHD2,6.001390160504055,1.8562031023360614e-08,2.459752809759394e-06
ENSG00000140030,GPR65,5.929706112717366,1.889082385957485e-08,2.4924388732289495e-06
ENSG00000153246,PLA2R1,5.964083080204572,1.903209024876612e-08,2.500206972679899e-06
ENSG00000188042,ARL4C,6.012724931241098,1.9260163201723716e-08,2.519262553963396e-06
ENSG00000182324,KCNJ14,5.961697948599801,1.9464181596600278e-08,2.5350216941220257e-06
ENSG00000182866,LCK,5.942996660107554,1.9549171850301416e-08,2.5352101238002e-06
ENSG00000102886,GDPD3,5.94620679566342,2.0110358478971682e-08,2.5858853322155706e-06
ENSG00000118257,NRP2,5.962047116911768,2.0101327933300375e-08,2.5858853322155706e-06
ENSG00000100842,EFS,5.980265078393803,2.033286575034148e-08,2.5974772038613416e-06
ENSG00000110777,POU2AF1,5.935615323445515,2.0371698890100812e-08,2.5974772038613416e-06
ENSG00000179954,SSC5D,5.925217654509407,2.0874153362667686e-08,2.6504061001820652e-06
ENSG00000140287,HDC,5.898927686645917,2.1038048512364818e-08,2.660085917317595e-06
ENSG00000117226,GBP3,5.977461124340768,2.1549127216137355e-08,2.713401719920764e-06
ENSG00000122432,SPATA1,5.942624981678233,2.2093728537845217e-08,2.747771664792832e-06
ENSG00000038427,VCAN,5.9207918162561555,2.2042362217171918e-08,2.747771664792832e-06
ENSG00000162849,KIF26B,5.894055044926468,2.2064246959506853e-08,2.747771664792832e-06
ENSG00000168993,CPLX1,5.936225068973096,2.240785877932371e-08,2.7749969615129953e-06
ENSG00000104043,ATP8B4,5.953949057970434,2.2586971907128115e-08,2.7749969615129953e-06
ENSG00000204252,HLA-DOA,5.92486584311271,2.2586011946412032e-08,2.7749969615129953e-06
ENSG00000181800,CELF2-AS1,5.894621346001789,2.2810589510913353e-08,2.7911699568474865e-06
ENSG00000115604,IL18R1,5.913951151924924,2.2973495627708598e-08,2.7998140494716672e-06
ENSG00000234456,MAGI2-AS3,5.982126041129453,2.3074716538728574e-08,2.800901392337029e-06
ENSG00000173917,HOXB2,5.963797590012636,2.3234111855928286e-08,2.809013379999999e-06
ENSG00000233901,LINC01503,5.873242726093963,2.3580115648224524e-08,2.839532497861196e-06
ENSG00000169071,ROR2,5.921473958665011,2.3904187622754435e-08,2.867179753360103e-06
ENSG00000165996,HACD1,5.945185199298595,2.4076671500563787e-08,2.8764987140004274e-06
ENSG00000167968,DNASE1L2,5.89988111779964,2.434451415309965e-08,2.897092652901812e-06
ENSG00000177822,TENM3-AS1,5.887779880348169,2.4572201663919774e-08,2.9127657488019904e-06
ENSG00000105376,ICAM5,5.87520198902739,2.4770026620595832e-08,2.924790769761094e-06
ENSG00000179431,FJX1,5.923371654337331,2.511179470942309e-08,2.953653187023849e-06
ENSG00000015520,NPC1L1,5.871584607645964,2.6091382182484018e-08,3.0570234892264865e-06
ENSG00000144810,COL8A1,5.863017996882992,2.6724656266578565e-08,3.114021570848483e-06
ENSG00000183186,C2CD4C,5.887051215138302,2.6783089368992752e-08,3.114021570848483e-06
ENSG00000184347,SLIT3,5.882289878474199,2.7642179624850072e-08,3.177384783695834e-06
ENSG00000020181,ADGRA2,5.9375914897684305,2.761415677308621e-08,3.177384783695834e-06
ENSG00000155307,SAMSN1,5.893662412231204,2.744744112862876e-08,3.177384783695834e-06
ENSG00000162896,PIGR,5.905171297744788,2.8669504810553973e-08,3.244280764880713e-06
ENSG00000187068,C3orf70,5.880726828076879,2.8368808123457602e-08,3.244280764880713e-06
ENSG00000143603,KCNN3,5.838253219250023,2.8758700512519337e-08,3.244280764880713e-06
ENSG00000100379,KCTD17,5.969857551334436,2.8455136661665897e-08,3.244280764880713e-06
ENSG00000173918,C1QTNF1,5.9449883146104465,2.8546172420366525e-08,3.244280764880713e-06
ENSG00000044524,EPHA3,5.875222740432163,2.9194822443204733e-08,3.2812817846721882e-06
ENSG00000163958,ZDHHC19,5.824975461549266,2.956852166025208e-08,3.3110197723321384e-06
ENSG00000047457,CP,5.822587916079082,3.057160075111691e-08,3.385860570778809e-06
ENSG00000161653,NAGS,5.85583883961038,3.052262221746821e-08,3.385860570778809e-06
ENSG00000084731,KIF3C,5.878873683293736,3.039629383081185e-08,3.385860570778809e-06
ENSG00000006283,CACNA1G,5.827710070891535,3.107012980226863e-08,3.4285605781077956e-06
ENSG00000140285,FGF7,5.861782875343408,3.148492913808019e-08,3.461745143565875e-06
ENSG00000160161,CILP2,5.8084314499493015,3.205497149868484e-08,3.4990653420830587e-06
ENSG00000160471,COX6B2,5.861589699833643,3.1975736145513196e-08,3.4990653420830587e-06
ENSG00000139354,GAS2L3,5.8586558094188,3.22284083001886e-08,3.5053880941846715e-06
ENSG00000177409,SAMD9L,5.9193757716272595,3.275596998000767e-08,3.5500452321904025e-06
ENSG00000125430,HS3ST3B1,5.855989315223868,3.296901881502212e-08,3.5604193770842033e-06
ENSG00000164220,F2RL2,5.815069668036176,3.315756310345712e-08,3.5680830139628006e-06
ENSG00000100385,IL2RB,5.841933025067262,3.333265399463995e-08,3.574249887354572e-06
ENSG00000110076,NRXN2,5.832320077233759,3.352632355990859e-08,3.582358502637275e-06
ENSG00000100314,CABP7,5.818705669255289,3.413878315246994e-08,3.635001801911764e-06
ENSG00000124749,COL21A1,5.843024415542142,3.463633557215105e-08,3.675084752701035e-06
ENSG00000143473,KCNH1,5.799215408823287,3.649502042367845e-08,3.858807978316886e-06
ENSG00000106560,GIMAP2,5.854191778929903,3.6773680936374065e-08,3.874771255886137e-06
ENSG00000166923,GREM1,5.7877513637838955,3.8301762344194285e-08,3.966912218760818e-06
ENSG00000225880,LINC00115,5.808309748023517,3.82524610946629e-08,3.966912218760818e-06
ENSG00000129009,ISLR,5.848691170927722,3.785716880278634e-08,3.966912218760818e-06
ENSG00000168675,LDLRAD4,5.876902954821982,3.829864160711873e-08,3.966912218760818e-06
ENSG00000137752,CASP1,5.899905865712482,3.829349819681302e-08,3.966912218760818e-06
ENSG00000183098,GPC6,5.798527882828352,3.8501242088818644e-08,3.974009157915954e-06
ENSG00000186827,TNFRSF4,5.795149903009375,3.8810004408949243e-08,3.9788121411958575e-06
ENSG00000188511,MIR3667HG,5.829711171771411,3.880430480824214e-08,3.9788121411958575e-06
ENSG00000236824,BCYRN1,5.804524068363063,3.900776396830103e-08,3.985621566942973e-06
ENSG00000152527,PLEKHH2,5.884287481504751,3.946633538430324e-08,3.993356024848639e-06
ENSG00000182752,PAPPA,5.768955265133083,3.960983864362488e-08,3.993356024848639e-06
ENSG00000166793,YPEL4,5.798971955622712,3.952809535092877e-08,3.993356024848639e-06
